id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,last_review_dayofyear,last_review_dayofweek
29181504,35957140,Manhattan,40.72941,-73.98094,Entire home/apt,150,4,9,1.12,1,0,2019,5,30,150,5
799484,1475015,Manhattan,40.7449,-73.97656,Entire home/apt,116,30,5,0.09,52,311,2019,3,11,70,2
15720449,101550977,Manhattan,40.70602,-74.00891,Private room,90,4,61,1.9,2,246,2019,5,29,149,4
12786165,69598657,Manhattan,40.75094,-73.99748,Private room,75,2,115,2.99,1,37,2019,6,23,174,1
7072541,35819315,Brooklyn,40.6942,-73.92024,Entire home/apt,150,4,11,0.23,2,8,2017,5,22,142,2
33475840,247171817,Queens,40.74685,-73.91586,Private room,50,1,1,0.32,1,66,2019,4,7,97,1
34278696,47572575,Brooklyn,40.67259,-73.9525,Entire home/apt,100,2,9,4.09,1,5,2019,7,6,187,7
25452119,1581733,Brooklyn,40.71071,-73.95957,Private room,120,2,0,0.32,2,86,2019,4,26,177,2
44506,126607,Manhattan,40.81526,-73.94791,Entire home/apt,165,3,80,0.75,3,231,2019,5,26,146,1
23837148,175507083,Brooklyn,40.66114,-73.9498,Shared room,45,2,2,0.13,1,35,2018,5,22,142,3
16697657,3507099,Manhattan,40.76242,-73.98813,Entire home/apt,130,30,6,0.38,2,335,2019,6,17,168,2
24105281,29582228,Manhattan,40.79309,-73.94347,Private room,90,4,1,0.07,1,6,2018,4,16,106,2
17223725,37163867,Queens,40.75455,-73.92006,Private room,80,30,18,0.62,1,92,2019,7,1,182,2
34427740,48978249,Queens,40.75549,-73.82243,Shared room,200,1,0,1,2,72,2019,7,7,162,1
4605840,23788242,Brooklyn,40.68853,-73.9498,Private room,100,3,50,1.08,1,339,2019,6,15,166,7
32897532,184750740,Bronx,40.82575,-73.90993,Private room,80,1,0,0.63,4,365,2019,5,4,136,4
23714194,15603100,Manhattan,40.71908,-73.98379,Entire home/apt,220,2,40,2.51,1,1,2019,5,13,133,2
80924,438133,Brooklyn,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189,2018,9,25,268,3
35605837,51020118,Manhattan,40.75351,-73.99523,Entire home/apt,175,4,0,1,1,89,2019,7,1,176,5
33141479,3988394,Brooklyn,40.66829,-73.98871,Private room,95,1,16,5.11,1,80,2019,7,3,184,4
31557309,40025069,Queens,40.57518,-73.84558,Entire home/apt,97,2,2,2,1,52,2019,6,30,181,1
25803944,119669058,Brooklyn,40.6944,-73.95506,Private room,60,2,18,1.63,34,0,2019,6,17,168,2
753983,3966721,Manhattan,40.80193,-73.96703,Private room,80,4,75,0.93,1,15,2019,7,1,182,2
31100145,155691570,Queens,40.76533,-73.87159,Private room,45,1,74,11.38,5,89,2019,6,23,174,1
649903,3262771,Brooklyn,40.67189,-73.93499,Entire home/apt,90,7,2,0.03,1,0,2015,8,25,237,3
27292217,57724903,Manhattan,40.76193,-73.98236,Entire home/apt,325,7,0,0.16,1,0,2019,1,2,2,4
1929041,9265204,Brooklyn,40.70576,-73.94827,Private room,100,1,1,0.02,2,44,2015,9,6,249,1
2083547,4690301,Brooklyn,40.69134,-73.99334,Entire home/apt,185,2,10,0.2,1,0,2017,9,20,263,4
30183115,39329047,Manhattan,40.76186,-73.99737,Entire home/apt,150,10,4,0.58,1,0,2019,2,15,46,6
8588390,10312377,Manhattan,40.80458,-73.94888,Private room,120,3,0,0.05,1,0,2017,1,2,3,6
22639188,2925596,Manhattan,40.76464,-73.99361,Entire home/apt,200,5,46,2.63,1,228,2019,7,1,182,2
22451798,4126686,Brooklyn,40.68427,-73.93118,Entire home/apt,75,3,87,4.91,1,267,2019,7,5,186,6
6364086,3471132,Manhattan,40.7966,-73.97154,Entire home/apt,190,4,8,0.16,1,0,2016,11,27,332,1
16085227,9195264,Brooklyn,40.72043,-73.95508,Entire home/apt,150,2,13,0.41,1,0,2017,4,17,107,2
36487245,68119814,Manhattan,40.76404,-73.98933,Private room,90,7,0,1,1,23,2019,7,4,124,4
32171104,241359293,Manhattan,40.76483,-73.99248,Entire home/apt,280,2,0,0.25,1,0,2019,3,12,2,2
7028199,4051711,Manhattan,40.70809,-74.0017,Entire home/apt,210,1,0,0.99,1,0,2019,6,2,182,1
22084212,159586124,Manhattan,40.73851,-73.99746,Entire home/apt,400,4,1,0.05,1,2,2017,12,16,350,7
23481234,175289458,Queens,40.75703,-73.88368,Entire home/apt,135,2,68,4.27,1,89,2019,6,24,175,2
6658870,30858029,Brooklyn,40.71018,-73.94988,Private room,99,1,0,0.02,1,0,2015,4,29,231,2
11422056,59996301,Queens,40.7416,-73.90684,Entire home/apt,120,3,88,2.25,1,303,2019,6,19,170,4
35767325,148004680,Brooklyn,40.62245,-73.9696,Private room,35,1,1,1,1,50,2019,7,1,182,2
20833958,145878384,Brooklyn,40.67302,-73.93143,Private room,65,4,17,0.76,7,303,2019,6,9,160,1
17253932,12334470,Brooklyn,40.66881,-73.95743,Entire home/apt,100,50,8,0.33,1,0,2018,1,2,2,3
22191313,10533750,Manhattan,40.81914,-73.95516,Private room,75,1,1,0.05,1,0,2017,12,22,356,6
22436770,114131821,Manhattan,40.76075,-73.99837,Entire home/apt,1500,30,0,0.27,1,87,2019,5,7,67,2
22754110,47844929,Manhattan,40.73951,-73.99979,Entire home/apt,115,1,4,0.24,1,0,2018,2,25,56,1
16367983,17098527,Manhattan,40.72638,-73.97752,Private room,200,4,2,0.07,1,39,2018,1,1,1,2
35810926,185968630,Brooklyn,40.71115,-73.94371,Entire home/apt,210,3,1,1,1,254,2019,6,27,178,5
16505722,15279171,Brooklyn,40.6456,-73.95982,Entire home/apt,55,2,5,0.16,1,0,2017,8,28,240,2
5979675,7039396,Brooklyn,40.68085,-73.88895,Entire home/apt,79,1,91,1.81,2,255,2019,6,29,180,7
15827516,102478101,Manhattan,40.75968,-73.99797,Entire home/apt,289,2,4,0.13,1,0,2017,1,2,2,2
30555359,229147376,Brooklyn,40.68612,-73.95806,Private room,50,15,2,0.85,11,189,2019,5,25,145,7
35686816,50506922,Brooklyn,40.68927,-73.96542,Entire home/apt,125,3,0,1,1,31,2019,7,6,187,7
1056445,1600541,Manhattan,40.77014,-73.96222,Entire home/apt,425,2,68,0.91,1,358,2019,6,6,157,5
9092903,552067,Brooklyn,40.70994,-73.94915,Entire home/apt,120,7,9,0.21,1,0,2018,12,11,345,3
1755844,2715012,Brooklyn,40.67247,-73.93616,Entire home/apt,450,1,9,0.25,3,364,2019,3,30,89,7
23749162,6989615,Manhattan,40.74069,-74.00546,Entire home/apt,175,3,18,1.13,1,175,2019,6,9,160,1
35250139,265020897,Brooklyn,40.70149,-73.92768,Entire home/apt,177,7,0,1,2,55,2019,6,24,167,1
29939528,109854433,Brooklyn,40.68777,-73.95378,Entire home/apt,99,30,2,0.94,2,253,2019,6,18,169,3
3793246,2331719,Manhattan,40.72695,-73.98617,Entire home/apt,200,3,78,1.33,1,336,2019,5,12,132,1
5352802,5740424,Manhattan,40.75045,-73.98456,Entire home/apt,200,6,1,0.03,1,0,2016,12,30,365,6
22045060,9522475,Manhattan,40.72434,-73.99099,Entire home/apt,455,30,26,1.77,2,332,2019,5,15,135,4
16403353,3413390,Manhattan,40.72249,-73.98145,Entire home/apt,180,2,24,0.77,1,0,2019,6,21,172,6
35238264,59268420,Manhattan,40.8127,-73.96163,Private room,100,1,1,0.81,1,365,2019,6,2,153,1
17084539,296231,Manhattan,40.75662,-73.98749,Private room,300,3,0,0.15,1,0,2017,10,30,211,1
30929071,231123296,Brooklyn,40.6952,-73.94412,Entire home/apt,175,2,1,0.16,1,0,2019,1,2,2,4
32789884,4361061,Queens,40.77122,-73.92326,Private room,62,1,7,2.1,2,25,2019,6,30,181,1
19121086,31920354,Brooklyn,40.7127,-73.94487,Private room,109,3,5,0.2,2,179,2019,5,7,127,3
31313015,198214941,Brooklyn,40.69085,-73.90937,Private room,150,1,0,1,1,269,2019,7,1,182,2
4738946,15821855,Manhattan,40.81615,-73.95921,Private room,65,1,1,0.02,1,0,2015,9,14,257,2
29630056,222178766,Brooklyn,40.64767,-73.96236,Private room,75,1,7,0.85,1,133,2019,7,2,183,3
22613221,117195769,Queens,40.76334,-73.90977,Private room,45,1,4,0.23,3,0,2018,2,25,56,1
139624,680818,Brooklyn,40.67456,-73.95151,Entire home/apt,64,20,70,0.73,1,3,2019,1,31,31,5
9492750,15441931,Manhattan,40.80965,-73.94553,Entire home/apt,190,3,102,2.33,1,281,2019,7,5,186,6
9278786,1449710,Manhattan,40.72404,-73.98838,Entire home/apt,200,1,2,0.05,1,0,2015,12,13,347,1
4475128,16066343,Manhattan,40.78834,-73.9472,Private room,65,2,219,3.88,2,35,2019,6,28,179,6
29028668,218770781,Manhattan,40.81088,-73.95677,Entire home/apt,135,2,4,0.53,1,22,2019,6,8,159,7
9435315,35539248,Manhattan,40.72117,-73.98126,Private room,78,25,0,0.02,1,0,2015,12,2,2,1
12362194,11039974,Manhattan,40.78039,-73.98426,Entire home/apt,399,1,0,0.02,2,0,2016,1,31,82,6
9260616,8996900,Brooklyn,40.64735,-73.97611,Entire home/apt,150,4,1,0.02,1,0,2015,12,2,336,4
23385738,170263842,Manhattan,40.71117,-73.98727,Shared room,32,14,0,0.37,4,341,2019,5,4,75,3
25839759,167570251,Brooklyn,40.66242,-73.99464,Entire home/apt,10,1,14,1.06,1,4,2018,10,28,301,1
5395116,14586567,Manhattan,40.79368,-73.97324,Entire home/apt,150,1,0,0.04,1,0,2016,1,31,241,1
21104699,333897,Queens,40.69385,-73.90296,Private room,50,1,50,2.34,2,341,2019,6,1,152,7
35223869,265213112,Brooklyn,40.68934,-73.96959,Entire home/apt,209,2,3,2.37,1,79,2019,6,24,175,2
2038278,10456845,Queens,40.76589,-73.92864,Entire home/apt,100,1,2,0.03,2,0,2015,12,30,364,4
9665709,49951208,Queens,40.74391,-73.95461,Entire home/apt,120,2,0,0.02,1,0,2015,12,1,305,1
6397963,21894410,Brooklyn,40.70125,-73.94061,Private room,95,1,3,0.06,1,0,2016,3,28,88,2
503460,2483236,Staten Island,40.59274,-74.16178,Private room,68,2,11,0.24,1,88,2018,10,22,295,2
9393885,48723057,Manhattan,40.72339,-73.9833,Entire home/apt,300,3,0,0.02,1,0,2016,2,19,55,7
3288625,4042938,Brooklyn,40.71189,-73.96282,Entire home/apt,175,10,0,0.02,1,0,2015,8,7,149,7
32038185,240203470,Queens,40.67804,-73.80122,Private room,25,1,44,9.23,1,41,2019,6,30,181,1
35347616,259669775,Brooklyn,40.60795,-73.95218,Entire home/apt,120,2,3,3,2,103,2019,6,27,178,5
30192717,132878036,Manhattan,40.76383,-73.98979,Entire home/apt,185,4,23,3.05,1,230,2019,6,27,178,5
25450885,12243051,Manhattan,40.70335,-74.0086,Entire home/apt,229,29,0,0.36,96,220,2019,3,24,90,3
3835052,3284613,Manhattan,40.72917,-73.99974,Private room,115,25,70,1.27,1,31,2018,8,26,238,1
35569459,163029687,Manhattan,40.72434,-73.99945,Entire home/apt,900,3,1,1,1,292,2019,7,6,187,7
7199258,11241369,Brooklyn,40.67026,-73.949700000000007,Entire home/apt,130,2,151,3.16,1,36,2019,5,19,139,1
17893069,10838291,Manhattan,40.73307,-73.99277,Entire home/apt,250,7,1,0.04,1,0,2017,5,13,133,7
25078650,21938126,Brooklyn,40.6882,-73.94444,Private room,70,2,11,0.8,2,20,2019,6,14,165,6
18962847,58773420,Brooklyn,40.70602,-73.93821,Private room,80,3,4,0.16,1,0,2017,6,18,169,1
20320826,4227812,Brooklyn,40.68161,-73.95237,Private room,120,30,4,0.37,1,0,2018,9,28,271,6
28560837,92523072,Queens,40.58862,-73.81276,Entire home/apt,150,2,14,7.24,1,97,2019,7,3,184,4
20364111,145257512,Manhattan,40.75599,-73.96769,Entire home/apt,212,3,95,4.26,1,239,2019,7,1,182,2
11495797,60535711,Manhattan,40.7604,-73.9741,Entire home/apt,1100,2,20,0.53,2,268,2019,5,16,136,5
1054201,4165498,Manhattan,40.79535,-73.93274,Entire home/apt,120,5,83,1.11,2,242,2019,6,10,161,2
35280902,196681978,Manhattan,40.70736,-74.00965,Entire home/apt,130,30,0,1,1,146,2019,6,8,159,4
3980487,3424328,Manhattan,40.73923,-73.99827,Entire home/apt,500,1,27,0.46,1,90,2016,9,17,261,7
103311,417504,Brooklyn,40.73861,-73.95485,Private room,599,3,9,0.09,28,60,2018,5,19,139,7
30200332,39890192,Manhattan,40.80402,-73.96345,Entire home/apt,266,14,2,0.78,12,86,2019,5,27,147,2
13613052,25596158,Manhattan,40.74366,-74.0005,Private room,70,1,2,0.06,1,0,2016,7,28,210,5
5749889,16727332,Brooklyn,40.66801,-73.98142,Private room,85,7,0,0.03,1,0,2016,6,30,212,2
577324,2839267,Queens,40.76961,-73.90451,Entire home/apt,54,45,198,2.33,1,80,2019,6,15,166,7
32591885,32788431,Manhattan,40.80193,-73.93866,Private room,79,2,14,3.56,1,97,2019,6,23,174,1
16140940,105315535,Brooklyn,40.67549,-73.96598,Entire home/apt,158,30,7,0.26,3,37,2019,3,30,89,7
35313576,26961393,Brooklyn,40.71599,-73.96159,Entire home/apt,198,4,3,3,1,11,2019,7,7,188,1
27758562,209549523,Manhattan,40.74906,-73.98454,Private room,135,1,70,7.24,3,0,2019,6,16,167,1
24392320,19847523,Queens,40.74686,-73.91283,Entire home/apt,100,2,0,0.06,1,0,2017,4,26,330,3
30171467,226664611,Queens,40.68048,-73.8125,Entire home/apt,72,2,26,3.8,2,317,2019,6,18,169,3
33446054,251966476,Manhattan,40.72394,-73.99583,Entire home/apt,240,1,19,6.13,1,121,2019,7,4,185,5
17677710,93148942,Brooklyn,40.69872,-73.92718,Private room,85,1,19,0.72,2,0,2017,8,31,243,5
22266538,36283215,Brooklyn,40.71227,-73.93683,Private room,54,2,4,0.22,1,0,2018,3,18,77,1
35732847,102263916,Staten Island,40.63281,-74.09132,Private room,50,1,4,4,2,84,2019,7,7,188,1
36281050,15439713,Manhattan,40.73916,-74.0006,Entire home/apt,181,1,0,1,1,4,2019,6,30,181,1
28230432,85186349,Queens,40.76826,-73.92772,Shared room,40,1,18,1.76,1,165,2019,6,29,180,7
7693124,20691165,Manhattan,40.77368,-73.98704,Private room,60,3,4,0.08,1,0,2017,8,1,213,3
20602769,24323380,Brooklyn,40.69315,-73.9565,Entire home/apt,180,3,1,0.05,1,0,2017,12,16,350,7
27572554,120749029,Brooklyn,40.70722,-73.94121,Private room,65,27,4,0.44,2,154,2019,4,29,119,2
9614933,32971323,Brooklyn,40.70863,-73.95328,Private room,80,14,0,0.02,1,0,2015,5,27,178,3
5083907,63613,Brooklyn,40.69105,-73.96789,Private room,50,60,0,0.06,2,210,2018,7,17,43,3
1843674,9632747,Brooklyn,40.68674,-73.95392,Entire home/apt,122,7,122,1.91,2,364,2019,6,17,168,2
29942196,224715959,Queens,40.75355,-73.89221,Entire home/apt,170,2,10,1.55,1,346,2019,6,28,179,6
756928,1358245,Brooklyn,40.68785,-73.96708,Entire home/apt,100,2,27,0.33,1,159,2018,9,15,258,7
30712669,7957807,Manhattan,40.7256,-73.98478,Entire home/apt,250,2,14,2.19,1,364,2019,6,20,171,5
22356352,76835453,Brooklyn,40.69492,-73.91826,Entire home/apt,70,1,2,0.11,1,0,2018,1,5,5,6
4884601,12417880,Manhattan,40.79527,-73.96486,Entire home/apt,225,2,0,0.02,1,0,2015,1,14,224,6
35235701,263721921,Queens,40.75728,-73.80072,Private room,70,2,2,1.58,1,315,2019,6,8,159,7
26659521,197400421,Manhattan,40.715089999999996,-73.99986,Private room,100,25,0,0.11,2,333,2018,8,13,217,6
658515,3320650,Manhattan,40.8014,-73.94361,Private room,110,1,37,0.45,1,365,2019,6,2,153,1
11713899,39149459,Manhattan,40.72428,-73.98748,Entire home/apt,110,1,1,0.03,1,0,2016,5,23,144,2
11771598,36830075,Manhattan,40.82884,-73.94868,Private room,50,1,0,0.05,2,0,2018,2,23,122,1
28867880,217648807,Bronx,40.85324,-73.92143,Private room,240,1,0,1,1,363,2019,7,7,125,1
33210106,8253008,Manhattan,40.7275,-73.98838,Entire home/apt,125,30,0,1,1,97,2019,6,9,165,1
22699847,134428157,Brooklyn,40.69292,-73.94657,Entire home/apt,150,3,27,1.58,7,319,2019,6,19,170,4
11567796,48024019,Manhattan,40.74644,-73.98389,Entire home/apt,200,1,0,0.03,1,0,2016,7,5,125,5
17450196,4378763,Queens,40.75276,-73.93102,Private room,77,3,48,1.72,3,332,2019,6,22,173,7
4881017,23439479,Manhattan,40.86494,-73.92672,Entire home/apt,300,4,3,0.06,2,316,2018,10,8,281,2
30766280,213781715,Brooklyn,40.73289,-73.95203,Entire home/apt,189,1,0,1,33,364,2019,6,1,152,3
6625406,23527094,Brooklyn,40.71187,-73.96342,Private room,85,1,11,0.33,1,154,2019,1,23,23,4
36236515,178272943,Queens,40.67189,-73.78008,Private room,50,1,0,1,4,70,2019,7,1,182,3
17609502,119592255,Queens,40.68073,-73.78354,Private room,45,1,336,11.91,2,345,2019,7,5,186,6
763600,3891399,Brooklyn,40.70369,-73.93284,Private room,75,3,2,0.03,1,0,2014,11,3,307,2
28967484,34125495,Brooklyn,40.68893,-73.90984,Private room,39,1,5,0.6,1,158,2019,6,9,160,1
11850380,5245797,Brooklyn,40.64225,-73.97197,Entire home/apt,115,2,5,0.13,1,0,2017,4,30,120,1
1828063,9339714,Manhattan,40.72982,-73.98532,Entire home/apt,175,2,53,0.79,2,0,2018,1,1,1,2
26894122,202307843,Brooklyn,40.68489,-73.95096,Entire home/apt,108,2,19,1.67,1,0,2019,6,25,176,3
22376920,163626113,Manhattan,40.75349,-73.96545,Private room,160,2,107,5.73,1,49,2019,6,30,181,1
310338,745069,Manhattan,40.82451,-73.94457,Private room,75,3,30,0.35,3,322,2019,1,1,1,3
35408266,266502082,Manhattan,40.82521,-73.93811,Private room,40,30,0,1,1,6,2019,6,12,180,2
35263872,28836096,Manhattan,40.81494,-73.96041,Private room,109,1,5,4.29,2,148,2019,6,22,173,7
32347622,107434423,Manhattan,40.7493,-73.97376,Entire home/apt,321,30,0,0.44,232,83,2019,4,21,162,2
31441434,136081476,Manhattan,40.8087,-73.94157,Entire home/apt,150,2,17,3.31,1,19,2019,6,16,167,1
2664975,12461367,Brooklyn,40.69987,-73.92552,Entire home/apt,100,1,104,1.65,1,334,2019,6,23,174,1
4813832,13486673,Brooklyn,40.67904,-73.97289,Private room,79,13,8,0.19,3,24,2019,3,13,72,4
28711718,57430885,Manhattan,40.81574,-73.94212,Private room,39,10,1,0.16,1,0,2019,1,8,8,3
11060328,12872352,Manhattan,40.75912,-73.9621,Entire home/apt,550,1,57,1.44,3,267,2019,5,6,126,2
9408391,24338701,Brooklyn,40.71787,-73.95396,Private room,100,5,0,0.03,1,0,2015,12,1,305,5
7730865,21256980,Manhattan,40.7459,-73.976070000000007,Private room,170,1,0,0.02,1,0,2015,6,29,219,2
8369857,43371802,Brooklyn,40.62868,-73.92739,Private room,125,4,13,0.29,5,180,2019,5,19,139,1
9391541,16098958,Manhattan,40.79312,-73.96606,Entire home/apt,156,30,1,0.1,96,252,2018,8,31,243,6
8034665,42237225,Manhattan,40.80083,-73.95584,Private room,250,1,22,0.47,1,365,2017,1,1,1,1
9495205,33058791,Brooklyn,40.6858,-73.96789,Entire home/apt,180,2,0,0.05,1,0,2017,8,28,86,1
5251340,17129810,Brooklyn,40.68173,-74.00366,Private room,60,3,118,2.84,5,326,2019,7,7,188,1
28409021,97658205,Brooklyn,40.70023,-73.92487,Private room,35,1,5,0.53,1,0,2018,10,5,278,6
267652,164675,Brooklyn,40.64277,-73.97296,Private room,60,2,20,0.42,1,347,2019,1,21,21,2
22485639,164886138,Manhattan,40.76221,-73.96726,Entire home/apt,140,1,43,2.51,11,281,2019,6,29,180,7
31909528,51186155,Queens,40.73182,-73.79505,Entire home/apt,45,1,51,9.39,1,49,2019,7,4,185,5
152078,731904,Manhattan,40.72674,-73.9782,Private room,95,7,25,0.3,1,359,2019,2,12,43,3
9731134,29877911,Manhattan,40.79989,-73.95213,Entire home/apt,120,30,33,0.81,1,247,2019,6,1,152,7
19949310,112186372,Brooklyn,40.68322,-73.91702,Shared room,200,1,1,0.04,1,179,2017,9,2,245,7
31649210,111586798,Bronx,40.82121,-73.87764,Private room,65,7,0,0.68,1,90,2019,5,31,90,6
22060065,3701760,Manhattan,40.8411,-73.93751,Private room,50,4,5,0.26,1,0,2018,1,28,28,1
4472978,5800619,Manhattan,40.75531,-73.99945,Entire home/apt,195,1,136,2.94,1,203,2019,7,5,186,6
2124910,10384906,Brooklyn,40.63592,-74.00476,Private room,33,1,98,1.55,5,0,2019,6,16,167,1
28608084,12243051,Manhattan,40.74712,-73.98461,Entire home/apt,254,29,0,0.26,96,291,2019,3,30,22,6
28697632,216492330,Manhattan,40.85428,-73.93204,Entire home/apt,189,3,8,0.88,1,358,2019,5,5,125,1
32714417,30283594,Manhattan,40.76168,-73.9996,Entire home/apt,350,30,0,0.77,121,364,2019,5,31,126,6
26776819,137274917,Manhattan,40.76187,-73.98984,Private room,110,1,54,4.84,12,251,2019,6,23,174,1
14984002,65359432,Queens,40.76326,-73.92569,Entire home/apt,500,3,3,0.09,2,0,2017,6,29,180,5
32777705,201015598,Brooklyn,40.67668,-73.91243,Shared room,28,1,5,1.5,17,89,2019,6,8,159,7
35607893,223917190,Brooklyn,40.70779,-73.96254,Entire home/apt,161,2,2,2,1,288,2019,7,5,186,6
16177970,65974774,Manhattan,40.77372,-73.95418,Private room,114,1,40,1.28,3,324,2019,4,26,116,6
25834067,190921808,Manhattan,40.75571,-73.99647,Private room,62,2,19,1.8,47,331,2019,6,3,154,2
132695,507186,Brooklyn,40.71109,-73.94332,Entire home/apt,125,2,15,0.15,1,0,2016,6,6,158,2
7087255,3974249,Brooklyn,40.65459,-73.97475,Entire home/apt,267,2,14,0.42,1,1,2018,12,29,363,7
23980151,180379038,Brooklyn,40.70808,-73.93964,Entire home/apt,124,1,2,0.13,1,0,2018,4,9,99,2
9772486,50385630,Brooklyn,40.71712,-73.94671,Private room,477,2,1,0.03,1,358,2016,10,10,284,2
34935098,1155164,Brooklyn,40.68036,-73.91621,Private room,40,2,4,4,1,2,2019,6,22,173,7
32241185,219517861,Manhattan,40.7075,-74.01199,Entire home/apt,214,2,2,0.59,327,331,2019,6,8,159,7
28333466,43252905,Manhattan,40.74299,-73.99777,Entire home/apt,225,2,11,1.2,1,0,2019,6,6,157,5
9855566,43943644,Brooklyn,40.72612,-73.95113,Private room,95,1,0,0.02,1,0,2016,1,29,178,3
35098251,28464830,Manhattan,40.74653,-73.97891,Entire home/apt,650,3,2,1.71,1,84,2019,7,1,182,2
4357134,7809661,Queens,40.77172,-73.91769,Entire home/apt,200,1,0,0.04,1,0,2019,3,24,191,3
15484888,10711869,Brooklyn,40.69211,-73.99092,Entire home/apt,170,2,21,0.64,1,8,2019,5,26,146,1
20863180,127887992,Brooklyn,40.69102,-73.94898,Entire home/apt,180,4,2,0.09,1,0,2017,12,11,345,2
35967171,19445589,Manhattan,40.75707,-73.99764,Private room,225,2,0,1,1,20,2019,6,29,180,7
7620336,39968155,Manhattan,40.79106,-73.94588,Entire home/apt,65,20,0,0.05,1,0,2017,2,2,182,6
29674265,777522,Brooklyn,40.68424,-73.96661,Entire home/apt,105,1,3,0.4,1,0,2019,6,9,160,1
22434380,147058441,Manhattan,40.71626,-73.99224,Private room,68,1,7,0.39,1,54,2019,7,7,188,1
25519673,91392933,Manhattan,40.75405,-73.97291,Private room,249,3,29,2.2,1,41,2019,7,1,182,2
30295927,51340124,Manhattan,40.73785,-73.99214,Private room,350,2,0,0.13,2,0,2018,12,12,229,7
14362124,88073013,Manhattan,40.73421,-73.98834,Private room,85,2,47,1.32,1,18,2019,6,4,155,3
15395942,98485181,Brooklyn,40.6876,-73.92691,Private room,79,2,16,1.12,1,173,2019,6,16,167,1
33291866,113251277,Manhattan,40.74225,-73.97943,Shared room,35,2,2,0.59,2,353,2019,4,6,96,7
28453441,213208277,Brooklyn,40.64314,-73.99221,Shared room,30,5,7,1,8,365,2019,6,14,165,6
23127656,171858908,Manhattan,40.72836,-73.99961,Entire home/apt,300,2,13,0.77,2,0,2018,6,4,155,2
9416007,31680304,Brooklyn,40.5888,-73.97278,Private room,70,3,46,1.05,2,92,2019,6,13,164,5
5536560,257479,Manhattan,40.78257,-73.97681,Entire home/apt,150,14,6,0.12,1,0,2017,3,5,64,1
30927,120335,Manhattan,40.71341,-73.98856,Entire home/apt,105,3,32,0.29,1,16,2019,6,14,165,6
24889024,83978022,Brooklyn,40.69538,-73.9701,Entire home/apt,180,30,0,0.16,1,0,2019,1,3,2,2
7254986,3695529,Brooklyn,40.68358,-73.99474,Entire home/apt,600,5,12,0.25,2,174,2019,5,16,136,5
4308798,16906759,Manhattan,40.77254,-73.96193,Entire home/apt,100,2,58,1.02,1,9,2019,6,11,162,3
32214783,234270791,Brooklyn,40.69615,-73.92995,Private room,58,3,6,2.02,3,94,2019,6,18,169,3
21766776,4379024,Manhattan,40.80486,-73.94889,Entire home/apt,225,3,2,0.13,1,1,2018,8,9,221,5
21244514,153565366,Brooklyn,40.67543,-73.98455,Entire home/apt,250,4,70,3.51,3,174,2019,7,7,188,1
9573394,26787684,Brooklyn,40.65863,-73.98435,Entire home/apt,120,2,0,0.09,1,0,2018,12,30,119,1
29982644,129875945,Queens,40.71694,-73.83442,Private room,100,2,3,0.42,1,161,2019,5,7,127,3
13533366,1535912,Brooklyn,40.69849,-73.923,Private room,75,2,170,4.58,1,37,2019,7,1,182,2
10695321,55257448,Brooklyn,40.64205,-73.96622,Private room,40,5,0,0.08,1,0,2018,1,9,237,5
26425032,198478845,Brooklyn,40.6867,-73.9612,Private room,59,4,6,0.87,2,156,2019,6,20,171,5
29453598,221851804,Brooklyn,40.66935,-73.94133,Entire home/apt,105,2,17,2.01,1,245,2019,6,16,167,1
32979245,248202552,Brooklyn,40.57974,-73.95892,Private room,55,1,5,1.29,1,0,2019,6,23,174,1
9921802,19844147,Brooklyn,40.68125,-73.94044,Private room,60,3,8,0.58,1,296,2019,2,10,41,1
33828528,238321374,Manhattan,40.7999,-73.95962,Private room,60,30,1,1,32,314,2019,6,27,178,5
36209003,272327753,Brooklyn,40.62373,-74.02676,Entire home/apt,200,1,2,2,1,356,2019,7,8,189,2
30855018,137447960,Queens,40.76495,-73.92529,Entire home/apt,70,18,0,0.19,1,178,2019,5,4,1,4
12950997,71150679,Brooklyn,40.69021,-73.92207,Private room,79,2,57,1.52,2,127,2019,7,7,188,1
13526990,45691473,Brooklyn,40.66446,-73.97987,Entire home/apt,400,4,0,0.03,1,0,2016,3,28,147,3
33533601,243489304,Manhattan,40.71629,-73.98862,Private room,99,4,15,4.74,2,191,2019,7,5,186,6
18377036,13649613,Bronx,40.85487,-73.91391,Private room,53,3,55,2.15,4,80,2019,5,27,147,2
9379983,48664130,Manhattan,40.75572,-73.98531,Entire home/apt,205,2,1,0.02,1,0,2015,12,6,340,1
36148925,8084384,Brooklyn,40.6853,-73.9722,Entire home/apt,220,2,0,1,1,3,2019,6,30,181,1
30046174,224655849,Manhattan,40.79052,-73.94838,Entire home/apt,120,29,1,0.77,2,0,2019,5,31,151,6
3554230,7157099,Brooklyn,40.65586,-73.95972,Entire home/apt,140,5,7,0.15,3,14,2019,1,1,1,3
66974,329436,Brooklyn,40.68076,-73.9896,Entire home/apt,190,3,69,0.79,2,258,2019,7,1,182,2
27551807,5589082,Brooklyn,40.67578,-73.94159,Entire home/apt,689,2,18,1.61,1,340,2019,5,23,143,5
